id,company,founder_name,founder_role,email,phone,website,city,category,size,employee_estimate,employee_estimate_source,platform,technologies,intent_score,grade,signal_families,strong_signals,growth_signals,buying_signals,pain_types,why,signal,subject,body,outreach_status,source
c5586183-e347-53e8-a1ae-224db8714f41,Rustic Art,,,hello@rusticart.in,912471786607,https://rusticart.in,Pune,personal care,,72,why_text,shopify,,83.0,SALES_READY,"gap,live,reach,stack","whatsapp_gap,chat_gap,stack_plus_gap,brand_inbox,brand_inbox_plus_cue,phone_plus_context,live_gap_corroborated",,,,No WhatsApp chat on site Â· No chatbot on site Â· Found 91 instances of return_policy references Â· Found 53 instances of shipping_info references,live_discovery,,,pooled,live_verified_enrichment
fa358418-6a5b-5b16-8332-89e4dbe845e8,Sarishta,,,imagetextile@gmail.com,,https://sarishta.com,Mumbai,home_decor,,2,why_text,google_ads,['google_ads'],70.0,QUALIFIED,"gap,growth,live,stack","whatsapp_gap,chat_gap,ads_active,ops_pain,stack_plus_gap,ads_plus_wa_gap,live_gap_corroborated","[{'type': 'advertising', 'evidence': 'Paid ads stack detected: google_ads', 'confidence': 0.8, 'source': 'homepage_html'}]","[{'type': 'whatsapp_gap_on_ads_brand', 'evidence': 'Growing commerce/ads brand with no WhatsApp chat', 'confidence': 0.88, 'source': 'derived'}, {'type': 'ops_support_gap', 'evidence': 'Returns/COD friction without chatbot coverage', 'confidence': 0.78, 'source': 'derived'}]","['faq_volume', 'return_policy', 'shipping_info']",No WhatsApp chat on site Â· No chatbot on site Â· Found 3 instances of return_policy references Â· Found 1 instances of shipping_info references Â· advertising: Paid ads stack detected: google_ads Â· Growing commerce/ads brand with no WhatsApp chat Â· Returns/COD friction without chatbot coverage Â· stack: google_ads,live_discovery,Sarishta â€” WhatsApp replies before the cart goes cold,"Hi there,

I was looking at Sarishta (Mumbai). What stood out is that no WhatsApp chat on site Â· No chatbot on site Â· Found 3 instances of return_policy references Â· Found 1 instances of shipping_infoâ€¦.

I'm Vansh, founder of Inowix. We built COMAI to handle WhatsApp and Instagram commerce chat for Indian home_decor brands â€” product questions, order updates, and follow-ups in seconds, including after hours.

For a team like yours on google_ads, that usually means more conversions from the same ad spend without adding another support shift.

Would a short 15-minute walkthrough of how COMAI could sit on Sarishta's WhatsApp be useful?

Best,
Vansh Jhamb
Founder, Inowix
vansh@inowix.in
https://inowix.in",pooled,live_verified_enrichment
8e9f1a6b-77e0-5d78-b570-533f50d4c4a9,Deconstruct,,,admin@deconstruct.in,,https://deconstruct.in,Hyderabad,skincare,,3,why_text,,[],68.0,QUALIFIED,"gap,live","chat_gap,ops_pain,live_gap_corroborated",[],"[{'type': 'ops_support_gap', 'evidence': 'Returns/COD friction without chatbot coverage', 'confidence': 0.82, 'source': 'derived'}]","['return_policy', 'cod_available']",No chatbot automation on site Â· Found 3 instances of return_policy references Â· Found 3 instances of cod_available references Â· Returns/COD friction without chatbot coverage,live_discovery,Deconstruct â€” WhatsApp replies before the cart goes cold,"Hi there,

I was looking at Deconstruct (Hyderabad). What stood out is that no chatbot automation on site Â· Found 3 instances of return_policy references Â· Found 3 instances of cod_available references Â·â€¦.

I'm Vansh, founder of Inowix. We built COMAI to handle WhatsApp and Instagram commerce chat for Indian skincare brands â€” product questions, order updates, and follow-ups in seconds, including after hours.

For a team like yours, that usually means more conversions from the same ad spend without adding another support shift.

Would a short 15-minute walkthrough of how COMAI could sit on Deconstruct's WhatsApp be useful?

Best,
Vansh Jhamb
Founder, Inowix
vansh@inowix.in
https://inowix.in",pooled,live_verified_enrichment
6d606d25-5dfe-5b93-b4cb-b46d7ef652e9,The Label Life,,,help@thelabellife.com,915374217817,https://thelabellife.com,Mumbai,home_decor,,70,why_text,shopify,"['shopify', 'meta_pixel', 'shiprocket', 'whatsapp_bot']",95.0,SALES_READY,"gap,growth,live,reach,stack","chat_gap,ads_active,ops_stack,whatsapp_bot_present,ops_pain,stack_plus_gap,ads_plus_automation_gap,high_intent_composite,brand_support_plus_cue,phone_plus_context,live_gap_corroborated","[{'type': 'advertising', 'evidence': 'Paid ads stack detected: meta_pixel', 'confidence': 0.8, 'source': 'homepage_html'}]","[{'type': 'automation_gap_on_ads_brand', 'evidence': 'Growing commerce/ads brand without chatbot automation', 'confidence': 0.9, 'source': 'derived'}, {'type': 'ops_support_gap', 'evidence': 'Returns/COD friction without chatbot coverage', 'confidence': 0.82, 'source': 'derived'}, {'type': 'ops_stack_without_automation', 'evidence': 'Ops/CRM stack present but no chatbot automation', 'confidence': 0.78, 'source': 'derived'}, {'type': 'wa_bot_without_web_chat', 'evidence': 'Has WhatsApp bot vendor but no web chatbot', 'confidence': 0.55, 'source': 'derived'}]","['faq_volume', 'return_policy', 'shipping_info', 'cod_available', 'contact_page']","No chatbot automation on site Â· WhatsApp bot/automation vendor detected Â· Found 116 instances of return_policy references Â· Found 25 instances of shipping_info references Â· Found 7 instances of cod_available references Â· Found 2 instances of contact_page references Â· advertising: Paid ads stack detected: meta_pixel Â· Growing commerce/ads brand without chatbot automation Â· Returns/COD friction without chatbot coverage Â· Ops/CRM stack present but no chatbot automation Â· stack: shopify, meta_pixel, shiprocket, whatsapp_bot",live_discovery,The Label Life â€” WhatsApp replies before the cart goes cold,"Hi there,

I was looking at The Label Life (Mumbai). What stood out is that no chatbot automation on site Â· WhatsApp bot/automation vendor detected Â· Found 116 instances of return_policy references Â· Found 25â€¦.

I'm Vansh, founder of Inowix. We built COMAI to handle WhatsApp and Instagram commerce chat for Indian home_decor brands â€” product questions, order updates, and follow-ups in seconds, including after hours.

For a team like yours on Shopify, that usually means more conversions from the same ad spend without adding another support shift.

Would a short 15-minute walkthrough of how COMAI could sit on The Label Life's WhatsApp be useful?

Best,
Vansh Jhamb
Founder, Inowix
vansh@inowix.in
https://inowix.in",pooled,live_verified_enrichment
3c4e3626-8c0f-5123-9b41-766e0b7f5c0f,The Summer House,,,love@thesummerhouse.in,912471751874,https://thesummerhouse.in,Bengaluru,fashion,,117,why_text,shopify,"['shopify', 'klaviyo', 'judgeme']",96.0,SALES_READY,"gap,growth,live,reach,stack","chat_gap,growth_motion,ops_stack,ops_pain,stack_plus_gap,ads_plus_automation_gap,high_intent_composite,phone_plus_context,live_gap_corroborated","[{'type': 'new_products', 'evidence': 'new collection', 'confidence': 0.75, 'source': 'homepage_html'}]","[{'type': 'automation_gap_on_ads_brand', 'evidence': 'Growing commerce/ads brand without chatbot automation', 'confidence': 0.9, 'source': 'derived'}, {'type': 'ops_support_gap', 'evidence': 'Returns/COD friction without chatbot coverage', 'confidence': 0.82, 'source': 'derived'}, {'type': 'ops_stack_without_automation', 'evidence': 'Ops/CRM stack present but no chatbot automation', 'confidence': 0.78, 'source': 'derived'}]","['faq_volume', 'return_policy', 'shipping_info', 'cod_available', 'contact_page']","No chatbot automation on site Â· Found 181 instances of return_policy references Â· Found 53 instances of shipping_info references Â· Found 24 instances of cod_available references Â· Found 2 instances of contact_page references Â· new_products: new collection Â· Growing commerce/ads brand without chatbot automation Â· Returns/COD friction without chatbot coverage Â· Ops/CRM stack present but no chatbot automation Â· stack: shopify, klaviyo, judgeme",live_discovery,The Summer House â€” WhatsApp replies before the cart goes cold,"Hi there,

I was looking at The Summer House (Bengaluru). What stood out is that no chatbot automation on site Â· Found 181 instances of return_policy references Â· Found 53 instances of shipping_info references Â· Foundâ€¦.

I'm Vansh, founder of Inowix. We built COMAI to handle WhatsApp and Instagram commerce chat for Indian fashion brands â€” product questions, order updates, and follow-ups in seconds, including after hours.

For a team like yours on Shopify, that usually means more conversions from the same ad spend without adding another support shift.

Would a short 15-minute walkthrough of how COMAI could sit on The Summer House's WhatsApp be useful?

Best,
Vansh Jhamb
Founder, Inowix
vansh@inowix.in
https://inowix.in",pooled,live_verified_enrichment
edd24c71-2b3c-51cd-9105-88253fd26515,Nicobar Soft Mid,,,care@nicobar.com,+91 8588000150,https://nicobar.com,New Delhi,fashion,,,,shopify,"['shopify', 'meta_pixel', 'google_ads', 'gtm']",96.0,SALES_READY,"gap,growth,live,reach,stack","chat_gap,hiring_intent,growth_motion,ads_active,ops_pain,stack_plus_gap,ads_plus_automation_gap,high_intent_composite,brand_inbox,brand_inbox_plus_cue,phone_plus_context,live_gap_corroborated","[{'type': 'hiring', 'evidence': 'Work with Us', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'new_products', 'evidence': 'now live', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'advertising', 'evidence': 'Paid ads stack detected: google_ads, gtm, meta_pixel', 'confidence': 0.8, 'source': 'homepage_html'}, {'type': 'hiring', 'evidence': 'Career Opportunities', 'confidence': 0.75, 'source': 'intent_page:/careers'}]","[{'type': 'automation_gap_on_ads_brand', 'evidence': 'Growing commerce/ads brand without chatbot automation', 'confidence': 0.9, 'source': 'derived'}, {'type': 'ops_support_gap', 'evidence': 'Returns/COD friction without chatbot coverage', 'confidence': 0.82, 'source': 'derived'}, {'type': 'hiring_with_support_gap', 'evidence': 'Hiring while support automation gap exists', 'confidence': 0.92, 'source': 'derived'}]","['faq_volume', 'return_policy', 'shipping_info', 'cod_available', 'contact_page']","No chatbot automation on site Â· Found 220 instances of return_policy references Â· Found 169 instances of shipping_info references Â· Found 74 instances of cod_available references Â· Found 6 instances of contact_page references Â· hiring: Work with Us Â· new_products: now live Â· advertising: Paid ads stack detected: google_ads, gtm, meta_pixel Â· hiring: Career Opportunities Â· Growing commerce/ads brand without chatbot automation Â· Returns/COD friction without chatbot coverage Â· Hiring while support automation gap exists Â· stack: shopify, meta_pixel, google_ads, gtm",live_discovery,Nicobar Soft Mid â€” WhatsApp replies before the cart goes cold,"Hi there,

I was looking at Nicobar Soft Mid (New Delhi). What stood out is that no chatbot automation on site Â· Found 220 instances of return_policy references Â· Found 169 instances of shipping_info references Â·â€¦.

I'm Vansh, founder of Inowix. We built COMAI to handle WhatsApp and Instagram commerce chat for Indian fashion brands â€” product questions, order updates, and follow-ups in seconds, including after hours.

For a team like yours on Shopify, that usually means more conversions from the same ad spend without adding another support shift.

Would a short 15-minute walkthrough of how COMAI could sit on Nicobar Soft Mid's WhatsApp be useful?

Best,
Vansh Jhamb
Founder, Inowix
vansh@inowix.in
https://inowix.in",pooled,live_verified_enrichment
c4e2b437-71cb-5d97-9960-38193df42b35,Hidesign,,,corporatesales@hidesign.com,+91-9444274242,https://hidesign.com,Pondicherry,fashion,,,,shopify,"['shopify', 'google_ads', 'gtm', 'shiprocket', 'judgeme']",96.0,SALES_READY,"gap,growth,live,reach,stack","chat_gap,hiring_intent,growth_motion,ads_active,ops_stack,ops_pain,stack_plus_gap,ads_plus_automation_gap,high_intent_composite,phone_plus_context,live_gap_corroborated","[{'type': 'hiring', 'evidence': '/careers', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'new_products', 'evidence': 'new collection', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'advertising', 'evidence': 'Paid ads stack detected: google_ads, gtm', 'confidence': 0.8, 'source': 'homepage_html'}, {'type': 'expansion', 'evidence': 'PAN India', 'confidence': 0.75, 'source': 'intent_page:/pages/careers'}, {'type': 'hiring', 'evidence': '/jobs', 'confidence': 0.75, 'source': 'intent_page:/pages/jobs'}, {'type': 'hiring', 'evidence': 'Customer Care Executive', 'confidence': 0.85, 'source': 'intent_page:/pages/jobs'}]","[{'type': 'automation_gap_on_ads_brand', 'evidence': 'Growing commerce/ads brand without chatbot automation', 'confidence': 0.9, 'source': 'derived'}, {'type': 'ops_support_gap', 'evidence': 'Returns/COD friction without chatbot coverage', 'confidence': 0.82, 'source': 'derived'}, {'type': 'hiring_with_support_gap', 'evidence': 'Hiring while support automation gap exists', 'confidence': 0.92, 'source': 'derived'}, {'type': 'ops_stack_without_automation', 'evidence': 'Ops/CRM stack present but no chatbot automation', 'confidence': 0.78, 'source': 'derived'}]","['faq_volume', 'return_policy', 'shipping_info', 'cod_available', 'contact_page']","No chatbot automation on site Â· Found 457 instances of return_policy references Â· Found 57 instances of shipping_info references Â· Found 216 instances of cod_available references Â· Found 2 instances of contact_page references Â· hiring: /careers Â· new_products: new collection Â· advertising: Paid ads stack detected: google_ads, gtm Â· expansion: PAN India Â· Growing commerce/ads brand without chatbot automation Â· Returns/COD friction without chatbot coverage Â· Hiring while support automation gap exists Â· stack: shopify, google_ads, gtm, shiprocket, judgeme",live_discovery,Hidesign â€” WhatsApp replies before the cart goes cold,"Hi there,

I was looking at Hidesign (Pondicherry). What stood out is that no chatbot automation on site Â· Found 457 instances of return_policy references Â· Found 57 instances of shipping_info references Â· Foundâ€¦.

I'm Vansh, founder of Inowix. We built COMAI to handle WhatsApp and Instagram commerce chat for Indian fashion brands â€” product questions, order updates, and follow-ups in seconds, including after hours.

For a team like yours on Shopify, that usually means more conversions from the same ad spend without adding another support shift.

Would a short 15-minute walkthrough of how COMAI could sit on Hidesign's WhatsApp be useful?

Best,
Vansh Jhamb
Founder, Inowix
vansh@inowix.in
https://inowix.in",pooled,live_verified_enrichment
d28a1978-577d-517e-9852-f45ab20422ce,Mufti Jeans,,,support@muftijeans.in,+918976869174,https://muftijeans.in,Mumbai,fashion,,,,shopify,"['shopify', 'gtm', 'shiprocket']",96.0,SALES_READY,"gap,growth,live,reach,stack","chat_gap,growth_motion,ads_active,ops_stack,ops_pain,stack_plus_gap,ads_plus_automation_gap,high_intent_composite,brand_support_plus_cue,phone_plus_context,live_gap_corroborated","[{'type': 'new_products', 'evidence': 'new collection', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'advertising', 'evidence': 'Paid ads stack detected: gtm', 'confidence': 0.8, 'source': 'homepage_html'}]","[{'type': 'automation_gap_on_ads_brand', 'evidence': 'Growing commerce/ads brand without chatbot automation', 'confidence': 0.9, 'source': 'derived'}, {'type': 'ops_support_gap', 'evidence': 'Returns/COD friction without chatbot coverage', 'confidence': 0.82, 'source': 'derived'}, {'type': 'ops_stack_without_automation', 'evidence': 'Ops/CRM stack present but no chatbot automation', 'confidence': 0.78, 'source': 'derived'}]","['faq_volume', 'return_policy', 'shipping_info', 'cod_available', 'contact_page']","No chatbot automation on site Â· Found 317 instances of return_policy references Â· Found 17 instances of shipping_info references Â· Found 28 instances of cod_available references Â· Found 3 instances of contact_page references Â· new_products: new collection Â· advertising: Paid ads stack detected: gtm Â· Growing commerce/ads brand without chatbot automation Â· Returns/COD friction without chatbot coverage Â· Ops/CRM stack present but no chatbot automation Â· stack: shopify, gtm, shiprocket",live_discovery,Mufti Jeans â€” WhatsApp replies before the cart goes cold,"Hi there,

I was looking at Mufti Jeans (Mumbai). What stood out is that no chatbot automation on site Â· Found 317 instances of return_policy references Â· Found 17 instances of shipping_info references Â· Foundâ€¦.

I'm Vansh, founder of Inowix. We built COMAI to handle WhatsApp and Instagram commerce chat for Indian fashion brands â€” product questions, order updates, and follow-ups in seconds, including after hours.

For a team like yours on Shopify, that usually means more conversions from the same ad spend without adding another support shift.

Would a short 15-minute walkthrough of how COMAI could sit on Mufti Jeans's WhatsApp be useful?

Best,
Vansh Jhamb
Founder, Inowix
vansh@inowix.in
https://inowix.in",pooled,live_verified_enrichment
22db4e9d-62dc-5ff3-85c8-0a32fa70f57b,Voylla,,,help@voylla.com,+91-7240035551,https://voylla.com,Jaipur,jewellery,,,,shopify,"['shopify', 'meta_pixel', 'google_ads', 'gtm', 'judgeme', 'whatsapp_bot']",96.0,SALES_READY,"gap,growth,live,reach,stack","hiring_intent,growth_motion,ads_active,ops_stack,whatsapp_bot_present,ops_pain,stack_plus_gap,high_intent_composite,brand_support_plus_cue,live_gap_corroborated","[{'type': 'hiring', 'evidence': '/careers', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'new_products', 'evidence': 'NEW LAUNCH', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'advertising', 'evidence': 'Paid ads stack detected: google_ads, gtm, meta_pixel', 'confidence': 0.8, 'source': 'homepage_html'}, {'type': 'new_products', 'evidence': 'New Collection', 'confidence': 0.75, 'source': 'intent_page:/pages/careers'}]",[],"['faq_volume', 'return_policy', 'shipping_info', 'cod_available', 'contact_page']","Web chatbot present on site Â· WhatsApp bot/automation vendor detected Â· Found 353 instances of return_policy references Â· Found 161 instances of shipping_info references Â· Found 120 instances of cod_available references Â· Found 3 instances of contact_page references Â· hiring: /careers Â· new_products: NEW LAUNCH Â· advertising: Paid ads stack detected: google_ads, gtm, meta_pixel Â· new_products: New Collection Â· stack: shopify, meta_pixel, google_ads, gtm, judgeme, whatsapp_bot",live_discovery,,,pooled,live_verified_enrichment
0b98cdfb-4b46-5281-b7cb-6ca579e01cbb,Lavie,,,support@lavieworld.com,+917447707733,https://lavieworld.com,Mumbai,fashion,,,,shopify,"['shopify', 'google_ads', 'gtm', 'judgeme']",96.0,SALES_READY,"gap,growth,live,reach,stack","chat_gap,ads_active,ops_stack,ops_pain,stack_plus_gap,ads_plus_automation_gap,high_intent_composite,brand_support_plus_cue,phone_plus_context,live_gap_corroborated","[{'type': 'advertising', 'evidence': 'Paid ads stack detected: google_ads, gtm', 'confidence': 0.8, 'source': 'homepage_html'}]","[{'type': 'automation_gap_on_ads_brand', 'evidence': 'Growing commerce/ads brand without chatbot automation', 'confidence': 0.9, 'source': 'derived'}, {'type': 'ops_support_gap', 'evidence': 'Returns/COD friction without chatbot coverage', 'confidence': 0.82, 'source': 'derived'}]","['faq_volume', 'return_policy', 'shipping_info', 'cod_available', 'contact_page']","No chatbot automation on site Â· Found 1424 instances of return_policy references Â· Found 1514 instances of shipping_info references Â· Found 38 instances of cod_available references Â· Found 2 instances of contact_page references Â· advertising: Paid ads stack detected: google_ads, gtm Â· Growing commerce/ads brand without chatbot automation Â· Returns/COD friction without chatbot coverage Â· stack: shopify, google_ads, gtm, judgeme",live_discovery,Lavie â€” WhatsApp replies before the cart goes cold,"Hi there,

I was looking at Lavie (Mumbai). What stood out is that no chatbot automation on site Â· Found 1424 instances of return_policy references Â· Found 1514 instances of shipping_info references Â·â€¦.

I'm Vansh, founder of Inowix. We built COMAI to handle WhatsApp and Instagram commerce chat for Indian fashion brands â€” product questions, order updates, and follow-ups in seconds, including after hours.

For a team like yours on Shopify, that usually means more conversions from the same ad spend without adding another support shift.

Would a short 15-minute walkthrough of how COMAI could sit on Lavie's WhatsApp be useful?

Best,
Vansh Jhamb
Founder, Inowix
vansh@inowix.in
https://inowix.in",pooled,live_verified_enrichment
b518bd3e-b4a9-5e45-88a0-280f685224b6,Kalki Fashion,,,info@kalkifashion.com,+912248900416,https://kalkifashion.com,Mumbai,fashion,,,,shopify,"['shopify', 'judgeme']",96.0,SALES_READY,"gap,growth,reach,stack","growth_motion,ops_stack,ops_pain,stack_plus_gap,high_intent_composite,brand_inbox,brand_inbox_plus_cue,phone_plus_context","[{'type': 'expansion', 'evidence': 'now available in', 'confidence': 0.75, 'source': 'homepage_html'}]",[],"['faq_volume', 'return_policy', 'shipping_info', 'cod_available', 'contact_page']","Web chatbot present on site Â· Found 152 instances of return_policy references Â· Found 97 instances of shipping_info references Â· Found 66 instances of cod_available references Â· Found 4 instances of contact_page references Â· expansion: now available in Â· stack: shopify, judgeme",live_discovery,,,pooled,live_verified_enrichment
160b6bc7-9832-5264-8c69-c0f33e5585ae,Jaypore Mid,,,hello@jaypore.com,,https://jaypore.com,New Delhi,fashion,,,,,[],79.0,SALES_READY,"gap,live,reach","chat_gap,ops_pain,brand_inbox,live_gap_corroborated",[],"[{'type': 'ops_support_gap', 'evidence': 'Returns/COD friction without chatbot coverage', 'confidence': 0.82, 'source': 'derived'}]","['return_policy', 'shipping_info', 'cod_available']",No chatbot automation on site Â· Found 1 instances of return_policy references Â· Found 1 instances of shipping_info references Â· Found 118 instances of cod_available references Â· Returns/COD friction without chatbot coverage,live_discovery,Jaypore Mid â€” WhatsApp replies before the cart goes cold,"Hi there,

I was looking at Jaypore Mid (New Delhi). What stood out is that no chatbot automation on site Â· Found 1 instances of return_policy references Â· Found 1 instances of shipping_info references Â· Foundâ€¦.

I'm Vansh, founder of Inowix. We built COMAI to handle WhatsApp and Instagram commerce chat for Indian fashion brands â€” product questions, order updates, and follow-ups in seconds, including after hours.

For a team like yours, that usually means more conversions from the same ad spend without adding another support shift.

Would a short 15-minute walkthrough of how COMAI could sit on Jaypore Mid's WhatsApp be useful?

Best,
Vansh Jhamb
Founder, Inowix
vansh@inowix.in
https://inowix.in",pooled,live_verified_enrichment
af3ea0b6-c85f-5e45-b94b-d8a5d14fb011,Arata,,,info@arata.in,912095712899,https://arata.in,Mumbai,personal care,,,,shopify,"['shopify', 'gtm', 'judgeme']",96.0,SALES_READY,"gap,growth,live,reach,stack","chat_gap,funding_intent,growth_motion,ads_active,ops_stack,ops_pain,stack_plus_gap,ads_plus_automation_gap,high_intent_composite,brand_inbox,brand_inbox_plus_cue,phone_plus_context,live_gap_corroborated","[{'type': 'funding', 'evidence': 'Backed by', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'new_products', 'evidence': 'new launch', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'advertising', 'evidence': 'Paid ads stack detected: gtm', 'confidence': 0.8, 'source': 'homepage_html'}]","[{'type': 'automation_gap_on_ads_brand', 'evidence': 'Growing commerce/ads brand without chatbot automation', 'confidence': 0.9, 'source': 'derived'}, {'type': 'ops_support_gap', 'evidence': 'Returns/COD friction without chatbot coverage', 'confidence': 0.82, 'source': 'derived'}, {'type': 'recent_funding_window', 'evidence': 'Funding / investor signal on site', 'confidence': 0.85, 'source': 'derived'}]","['faq_volume', 'return_policy', 'shipping_info', 'cod_available', 'contact_page']","No chatbot automation on site Â· Found 1094 instances of return_policy references Â· Found 528 instances of shipping_info references Â· Found 170 instances of cod_available references Â· Found 3 instances of contact_page references Â· funding: Backed by Â· new_products: new launch Â· advertising: Paid ads stack detected: gtm Â· Growing commerce/ads brand without chatbot automation Â· Returns/COD friction without chatbot coverage Â· Funding / investor signal on site Â· stack: shopify, gtm, judgeme",live_discovery,Arata â€” WhatsApp replies before the cart goes cold,"Hi there,

I was looking at Arata (Mumbai). What stood out is that no chatbot automation on site Â· Found 1094 instances of return_policy references Â· Found 528 instances of shipping_info references Â·â€¦.

I'm Vansh, founder of Inowix. We built COMAI to handle WhatsApp and Instagram commerce chat for Indian personal care brands â€” product questions, order updates, and follow-ups in seconds, including after hours.

For a team like yours on Shopify, that usually means more conversions from the same ad spend without adding another support shift.

Would a short 15-minute walkthrough of how COMAI could sit on Arata's WhatsApp be useful?

Best,
Vansh Jhamb
Founder, Inowix
vansh@inowix.in
https://inowix.in",pooled,live_verified_enrichment
